hours,remote,education,seniority,country,job_published_at,y_pred,comp_dol
Full-Time,Unclear,Bachelors,Unclear Seniority,United States,2023-05-02,0.24397590878850628,-1.365191358519093
Full-Time,Unclear,Unclear,Junior IC,United States,2023-05-25,-0.498472432882485,-0.45170811053990517
Full-Time,Unclear,Bachelors,Unclear Seniority,United States,2023-01-26,0.24397590878850628,0.7000751151729837
Full-Time,true,Bachelors,Unclear Seniority,United States,2023-05-11,0.09348577226159747,0.5968117914883798
Contract,Unclear,Unclear,Senior IC,United States,2023-06-02,-0.06073980641441018,1.0178084188179186
Hourly,false,Some High School,Manager,United States,2023-05-19,-1.2041112067893605,-0.9521380637806776
Full-Time,Unclear,Unclear,IC,United States,2023-01-23,0.28533417927153853,-0.34050145426417794
Full-Time,Unclear,Some High School,Unclear Seniority,United States,2023-05-30,-0.45371502158140514,-1.028394056655462
Unclear,Unclear,Bachelors,Unclear Seniority,United States,2023-05-09,-0.03814437915526171,0.46177513743928256
Full-Time,false,Unclear,Unclear Seniority,Mexico,2023-05-12,-0.32310063920612814,0.021730398556230022
Unclear,true,Bachelors,Unclear Seniority,United States,2023-03-15,0.324531421762154,0.2631918226611983
Full-Time,Unclear,Unclear,IC,United States,2023-02-16,0.28533417927153853,0.18375849674996456
Hourly,Unclear,Unclear,Unclear Seniority,United States,2023-05-01,-0.4526310132788235,-0.8885914030516906
Unclear,Unclear,Bachelors,Unclear Seniority,,2023-04-17,0.3082159772667634,0.5794158931138197
Full-Time,Unclear,Bachelors,Staff IC,United States,2023-05-17,0.853143746773787,0.2711351552523216
Full-Time,true,Bachelors,Unclear Seniority,United States,2023-06-02,0.09348577226159747,0.5412084633505163
Unclear,Unclear,Bachelors,Unclear Seniority,United States,2023-04-12,-0.03814437915526171,0.18375849674996456
Part-Time,Unclear,High School,Unclear Seniority,United States,2023-05-15,-0.9137027807585573,-1.5238991436897378
Full-Time,Unclear,High School,Unclear Seniority,United States,2023-05-29,-0.8468437669078466,-1.0614383202345352
Full-Time,true,Bachelors,Unclear Seniority,Poland,2023-03-13,0.009011579784382271,-0.5946880971801258
Full-Time,true,Unclear,Senior IC,United States,2023-06-01,0.9183892236139644,0.8589417669954511
Full-Time,true,Unclear,Senior IC,United States,2023-05-24,0.9183892236139644,1.2561083965516198
Unclear,Unclear,Bachelors,Senior IC,United States,2023-04-19,0.7305817280988962,0.48560513521265264
Full-Time,Unclear,Unclear,Unclear Seniority,United States,2023-03-20,-0.07582341830059793,-0.491424773495522
Full-Time,true,Unclear,Unclear Seniority,,2023-05-25,0.08336275567384797,-1.0951180504208982
Unclear,Unclear,Bachelors,Senior IC,China,2023-04-26,0.16047060183403228,0.021730398556230022
Unclear,Unclear,Bachelors,Unclear Seniority,United States,2023-05-15,-0.03814437915526171,-1.365191358519093
Full-Time,Unclear,High School,Unclear Seniority,United States,2023-05-25,-0.8468437669078466,-1.028394056655462
Full-Time,false,Bachelors,Unclear Seniority,United States,2023-04-21,-0.01981310386197188,0.342625148572432
Unclear,Unclear,Unclear,Unclear Seniority,United States,2023-05-30,0.06996487757964275,-0.03706614928326517
Unclear,Unclear,Bachelors,IC,,2023-04-27,-0.04151299456334007,0.021730398556230022
Contract,Unclear,Bachelors,Unclear Seniority,United States,2023-04-07,0.1953811240990202,0.4458884722570358
Part-Time,Unclear,High School,Unclear Seniority,United States,2023-05-22,-0.9137027807585573,-0.8301284751810225
Unclear,Unclear,Bachelors,Senior IC,United States,2023-03-20,0.7305817280988962,1.4753443760666247
Unclear,Unclear,Unclear,Unclear Seniority,,2023-04-03,-0.4487213911302157,-0.6566460913908881
Full-Time,false,Bachelors,Staff IC,New Zealand,2023-05-03,0.16862089640868472,0.021730398556230022
Unclear,Unclear,Bachelors,Senior IC,United States,2023-05-16,0.7305817280988962,-1.365191358519093
Full-Time,Unclear,Unclear,Manager,United States,2023-03-21,0.12233765098215377,-0.5708580994067557
Unclear,Unclear,Bachelors,Unclear Seniority,,2023-05-15,0.3082159772667634,0.2751068215478833
Full-Time,Unclear,Unclear,Unclear Seniority,,2023-05-15,-0.224372256775447,-1.046822588266868
Full-Time,Unclear,Unclear,Unclear Seniority,United States,2023-06-02,-0.07582341830059793,-1.5200863440459986
Full-Time,Unclear,Bachelors,Senior IC,United States,2023-02-14,0.4401317614849217,0.1440418337943477
Full-Time,Unclear,Unclear,Senior IC,United States,2023-03-08,0.4376022631939808,0.3029084856168151
Full-Time,Unclear,Bachelors,Senior IC,United States,2023-03-16,0.4401317614849217,-1.2063247066966254
Part-Time,Unclear,High School,Unclear Seniority,United States,2023-05-31,-0.9137027807585573,-1.028394056655462
Full-Time,Unclear,Unclear,Unclear Seniority,United States,2023-04-13,-0.07582341830059793,-0.6318628937065832
Full-Time,Unclear,Bachelors,Manager,United States,2023-03-07,0.4020596103647615,2.2066870077313534
Unclear,true,Bachelors,IC,Hungary,2023-03-03,-0.07054095860890688,0.021730398556230022
Full-Time,false,Unclear,Unclear Seniority,Belgium,2023-05-04,-0.32310063920612814,0.021730398556230022
Full-Time,false,Unclear,Unclear Seniority,Brazil,2023-02-07,-0.3864664577436274,-0.7614980815937167
Unclear,Unclear,Unclear,Unclear Seniority,,2023-04-12,-0.4487213911302157,-0.17369146985058714
Full-Time,Unclear,Masters,Senior IC,United States,2023-05-02,0.270123658814021,0.9701484232711783
Full-Time,Unclear,Masters,Intern,Venezuela,2023-04-20,-0.35372548895713357,-0.5327301029693635
Unclear,Unclear,Unclear,Manager,United States,2023-05-01,0.9806524040689837,1.6532750261077882
Full-Time,Unclear,Unclear,Staff IC,United States,2023-02-08,1.0323705659496922,1.765101262325623
Full-Time,Unclear,Unclear,Unclear Seniority,United States,2023-05-19,-0.07582341830059793,1.025751751409042
Contract,false,Bachelors,Unclear Seniority,Canada,2023-03-07,0.10271475443299866,-1.1904380415143787
Full-Time,Unclear,Unclear,Unclear Seniority,,2023-03-21,-0.224372256775447,-1.0470291149142374
Unclear,Unclear,Unclear,Unclear Seniority,United States,2023-04-17,0.06996487757964275,-0.15272107181002145
Full-Time,false,Unclear,Unclear Seniority,Romania,2023-05-11,-0.2632291327563458,-0.23533173075770453
Unclear,Unclear,Unclear,Senior IC,United States,2023-03-28,0.6987648905759417,1.0357921238042218
Full-Time,Unclear,Some High School,Unclear Seniority,United States,2023-04-26,-0.45371502158140514,-1.5081713451593135
Full-Time,Unclear,Bachelors,Senior IC,United States,2023-04-20,0.4401317614849217,-0.3325581216730546
Full-Time,true,Bachelors,Senior IC,United States,2023-03-06,0.5487991349210541,0.6226276224095308
Full-Time,Unclear,Unclear,Unclear Seniority,United States,2023-03-17,-0.07582341830059793,-0.17369146985058714
Unclear,Unclear,Bachelors,Unclear Seniority,United States,2023-05-26,-0.03814437915526171,0.30427473882248834
Full-Time,false,Bachelors,Chief,United States,2023-04-27,1.307758100981807,1.2561083965516198
Full-Time,Unclear,Bachelors,Unclear Seniority,United States,2023-01-03,0.24397590878850628,-1.365191358519093
Full-Time,Unclear,High School,Unclear Seniority,United States,2023-06-01,-0.8468437669078466,-0.9953497930763887
Full-Time,Unclear,Bachelors,Unclear Seniority,United States,2023-05-01,0.24397590878850628,0.10432517083873084
Unclear,Unclear,Unclear,Unclear Seniority,,2023-05-14,-0.4487213911302157,0.021730398556230022
Full-Time,Unclear,Unclear,Senior IC,India,2023-05-16,-0.2836435453059732,0.021730398556230022
Full-Time,Unclear,High School,Unclear Seniority,United States,2023-05-17,-0.8468437669078466,-0.7614980815937167
Full-Time,Unclear,High School,Unclear Seniority,United States,2023-05-10,-0.8468437669078466,-0.9623055294973154
Full-Time,Unclear,Bachelors,Unclear Seniority,United States,2023-05-08,0.24397590878850628,1.6532750261077882
Full-Time,false,Unclear,Unclear Seniority,United States,2023-01-19,0.14906280658454432,0.3029084856168151
Full-Time,false,Unclear,Unclear Seniority,Netherlands,2023-03-22,-0.32310063920612814,-0.5708580994067557
Full-Time,Unclear,Unclear,Senior IC,Germany,2023-04-11,-0.24367367713614357,-1.2952900317172071
Full-Time,Unclear,Unclear,Unclear Seniority,United States,2023-03-31,-0.07582341830059793,0.8192251040398343
Full-Time,true,Doctorate,Staff IC,United States,2023-03-02,1.8405381112343453,-0.7297247512292232
Full-Time,Unclear,Bachelors,Unclear Seniority,United States,2023-05-08,0.24397590878850628,-0.1578048046683404
Full-Time,Unclear,High School,Unclear Seniority,United States,2023-05-17,-0.8468437669078466,-1.0156847245096645
Unclear,Unclear,Bachelors,Unclear Seniority,United States,2023-01-22,-0.03814437915526171,-1.2952900317172071
Unclear,false,Unclear,Director,United States,2023-04-20,1.3924705717356296,2.121852215658156
Full-Time,Unclear,Bachelors,Senior IC,United States,2023-05-16,0.4401317614849217,1.1385470742029937
Full-Time,Unclear,High School,Unclear Seniority,United States,2023-05-30,-0.8468437669078466,-0.6340870268320977
Full-Time,Unclear,Bachelors,Manager,United States,2023-05-25,0.4020596103647615,0.9224884277244381
Hourly,Unclear,Bachelors,Senior IC,Canada,2023-02-02,-0.22245468065706023,0.1758151641588412
Full-Time,true,Unclear,Unclear Seniority,United States,2023-03-15,0.4191554814381107,1.0178084188179186
Full-Time,Unclear,Bachelors,Unclear Seniority,United States,2023-06-01,0.24397590878850628,1.1171000762069607
Full-Time,Unclear,Unclear,Unclear Seniority,Serbia,2023-03-07,-0.45812778088287404,-0.1339748068949703
Full-Time,true,Unclear,Unclear Seniority,United States,2023-03-08,0.4191554814381107,4.830608062557137
Unclear,Unclear,Bachelors,Manager,United States,2023-01-10,0.3538840425957872,-0.30237345782678576
Full-Time,Unclear,Masters,IC,United States,2023-01-25,0.020836980608028403,-0.5708580994067557
Full-Time,Unclear,High School,Unclear Seniority,United States,2023-05-22,-0.8468437669078466,-0.9543780835713743
Full-Time,Unclear,Unclear,Unclear Seniority,Canada,2023-06-02,-0.6229697695557468,-0.1339748068949703
Unclear,true,Unclear,Unclear Seniority,United States,2023-03-13,0.9373660026560691,0.62064178926175
Part-Time,Unclear,High School,Unclear Seniority,United States,2023-05-22,-0.9137027807585573,-1.0944825838136083
Full-Time,true,Unclear,Unclear Seniority,United States,2023-05-16,0.4191554814381107,-0.5803900985161038
Full-Time,Unclear,High School,Unclear Seniority,Canada,2023-05-24,-0.8126002081458611,-0.8110644769623264
Full-Time,Unclear,Unclear,Unclear Seniority,United States,2023-05-26,-0.07582341830059793,0.001061847154127011
Full-Time,false,Unclear,Unclear Seniority,United States,2023-03-20,0.14906280658454432,0.3029084856168151
Full-Time,Unclear,Bachelors,Staff IC,United States,2023-05-30,0.853143746773787,0.3648664798275774
Full-Time,true,High School,Unclear Seniority,United States,2023-05-25,-0.48657685866759764,-0.9623055294973154
Full-Time,Unclear,Unclear,Unclear Seniority,Brazil,2023-05-16,-0.5306229935906185,-1.238098037061119
Full-Time,Unclear,High School,Unclear Seniority,United States,2023-05-30,-0.8468437669078466,-0.9953497930763887
Full-Time,false,Unclear,Unclear Seniority,United Kingdom,2023-05-20,-0.945982743428135,-0.7343001108017102
Full-Time,true,Bachelors,Unclear Seniority,United States,2023-04-24,0.09348577226159747,0.1503964998672464
Full-Time,true,Unclear,Staff IC,United States,2023-05-23,1.38257151477102,1.464223710439052
Unclear,true,Unclear,Senior IC,United States,2023-05-16,1.0675218546388578,0.23936182488782815
Full-Time,Unclear,Unclear,Staff IC,United States,2023-04-07,1.0323705659496922,1.176675070640386
Full-Time,Unclear,Bachelors,Unclear Seniority,United States,2023-06-01,0.24397590878850628,-0.3206431227863695
Full-Time,Unclear,Bachelors,Unclear Seniority,United States,2023-05-23,0.24397590878850628,-0.25376026236911076
Full-Time,Unclear,Bachelors,Manager,United States,2023-05-11,0.4020596103647615,-0.4119914475842883
Full-Time,Unclear,Bachelors,Senior IC,United States,2023-02-03,0.4401317614849217,0.342625148572432
Unclear,Unclear,Unclear,Unclear Seniority,,2023-04-24,-0.4487213911302157,-1.047458054874158
Unclear,Unclear,Bachelors,Senior IC,,2023-05-22,0.48065197866740017,-0.6502914253179894
Full-Time,true,Bachelors,Unclear Seniority,United States,2023-05-24,0.09348577226159747,0.21948760674483747
Unclear,Unclear,Unclear,Senior IC,United States,2023-03-07,0.6987648905759417,0.7556784433108473
Full-Time,Unclear,Bachelors,Unclear Seniority,United States,2023-05-26,0.24397590878850628,4.830608062557137
Full-Time,Unclear,Unclear,Unclear Seniority,United States,2023-04-14,-0.07582341830059793,-0.6026314297712492
Full-Time,Unclear,Bachelors,Exec,United States,2023-05-12,0.6940455821981663,0.9689569233825098
Unclear,true,Unclear,Senior IC,United States,2023-02-17,1.0675218546388578,1.414975048374087
Unclear,Unclear,Bachelors,Unclear Seniority,China,2023-01-13,0.17060639465162128,0.021730398556230022
Unclear,false,Unclear,Unclear Seniority,Ecuador,2023-01-07,0.14470166840596618,-1.5204517373451902
Full-Time,true,Unclear,Senior IC,,2023-03-18,0.1500360522901418,1.0178084188179186
Full-Time,Unclear,High School,Unclear Seniority,United States,2023-05-24,-0.8468437669078466,-0.9623055294973154
Full-Time,Unclear,Unclear,Unclear Seniority,United States,2023-04-27,-0.07582341830059793,-0.7970842116019493
Full-Time,Unclear,Unclear,Unclear Seniority,Australia,2023-05-15,-0.08407016666299595,-1.047458054874158
Full-Time,Unclear,Bachelors,Senior IC,United States,2023-01-03,0.4401317614849217,1.3101230581712586
Full-Time,Unclear,Unclear,Senior IC,United States,2023-05-31,0.4376022631939808,0.49354846780377604
Unclear,Unclear,Bachelors,Unclear Seniority,United States,2023-05-10,-0.03814437915526171,1.0178084188179186
Unclear,Unclear,Bachelors,Unclear Seniority,United States,2023-05-15,-0.03814437915526171,-0.05454148098373659
Full-Time,true,Unclear,Senior IC,United States,2023-01-30,0.9183892236139644,1.1369584076847692
Part-Time,Unclear,High School,Unclear Seniority,United States,2023-05-17,-0.9137027807585573,-1.0156847245096645
Full-Time,true,Masters,IC,United States,2023-05-04,0.7119181330318528,0.38234181152804886
Full-Time,Unclear,Unclear,Senior IC,United States,2023-02-03,0.4376022631939808,1.3585297269815644
Full-Time,Unclear,Bachelors,Unclear Seniority,United States,2023-03-06,0.24397590878850628,-0.06566214661130931
Unclear,Unclear,Unclear,Senior IC,United States,2023-04-12,0.6987648905759417,2.0567963217368557
Full-Time,Unclear,Bachelors,Manager,United States,2023-03-09,0.4020596103647615,0.36645514634580206
Full-Time,Unclear,Bachelors,Unclear Seniority,United States,2023-02-28,0.24397590878850628,0.13593963455140184
Unclear,Unclear,Unclear,Unclear Seniority,United Kingdom,2023-05-22,-0.18245599545948576,-0.8727047378694438
Full-Time,Unclear,Unclear,IC,United States,2023-05-10,0.28533417927153853,0.6403412540877359
Unclear,true,Masters,Unclear Seniority,,2023-04-28,0.9284907935978802,0.19487916237753727
Full-Time,Unclear,Unclear,Unclear Seniority,Serbia,2023-06-02,-0.45812778088287404,-0.1339748068949703
Hourly,Unclear,Unclear,Unclear Seniority,United States,2023-04-28,-0.4526310132788235,-1.0633447200564048
Part-Time,true,Unclear,Senior IC,United States,2023-05-22,0.3017684757236031,-0.2531247957618209
Full-Time,Unclear,Unclear,IC,Germany,2023-05-08,-0.31745173914246494,-0.6693554235366855
Full-Time,Unclear,High School,Unclear Seniority,United States,2023-05-31,-0.8468437669078466,-1.0614383202345352
Full-Time,Unclear,Unclear,Manager,United States,2023-04-28,0.12233765098215377,0.10432517083873084
Full-Time,false,Some High School,Unclear Seniority,United States,2023-05-17,-0.346205403056372,-0.5390847690422622
Full-Time,Unclear,Bachelors,Senior IC,United States,2023-04-13,0.4401317614849217,-1.2063247066966254
Full-Time,Unclear,Bachelors,Unclear Seniority,United States,2023-05-22,0.24397590878850628,0.5412084633505163
Full-Time,Unclear,Some High School,Manager,United States,2023-03-21,-0.7312816152709701,0.6603584522173668
Unclear,Unclear,Unclear,Unclear Seniority,United States,2023-02-08,0.06996487757964275,0.2234751597055814
Unclear,Unclear,Bachelors,Director,United States,2023-05-18,1.1480008918550866,1.5031460401355565
Full-Time,Unclear,Unclear,Unclear Seniority,United States,2023-05-01,-0.07582341830059793,-0.15797955798534513
Full-Time,Unclear,Bachelors,Junior IC,Taiwan,2023-04-24,-0.6270609830206796,-0.5708580994067557
Unclear,Unclear,Bachelors,Unclear Seniority,United States,2023-05-04,-0.03814437915526171,0.38234181152804886
Full-Time,Unclear,Doctorate,Staff IC,United States,2023-04-12,1.4577801829096468,1.6723390243264844
Unclear,Unclear,Unclear,Senior IC,United Kingdom,2023-03-01,-0.7606331269234468,-0.9435592645822644
Full-Time,Unclear,High School,Unclear Seniority,United States,2023-05-26,-0.8468437669078466,-1.028394056655462
Full-Time,Unclear,Unclear,Unclear Seniority,United Kingdom,2023-05-23,-0.8197955388977547,-0.8568180726871971
Full-Time,Unclear,Bachelors,Manager,,2023-05-04,0.48885008940162794,-0.5266931702001098
Full-Time,Unclear,Unclear,Unclear Seniority,Brazil,2023-03-17,-0.5306229935906185,0.021730398556230022
Full-Time,Unclear,Unclear,Unclear Seniority,United States,2023-05-18,-0.07582341830059793,-1.0449161884449985
Full-Time,true,Unclear,IC,United States,2023-04-28,0.15466607020627582,1.7803683475657621
Unclear,Unclear,Bachelors,Unclear Seniority,United States,2023-04-19,-0.03814437915526171,-0.2928414587174377
Unclear,true,Bachelors,IC,United States,2023-05-01,0.2952796786328985,0.2631918226611983
Full-Time,Unclear,Bachelors,Junior IC,United States,2023-03-14,-0.30723990754398345,-0.3325581216730546
Unclear,Unclear,Unclear,Unclear Seniority,,2023-05-05,-0.4487213911302157,-0.707118026674886
Unclear,Unclear,Unclear,Unclear Seniority,China,2023-04-24,0.03723447781765725,0.021730398556230022
Full-Time,Unclear,Bachelors,Senior IC,United States,2023-05-17,0.4401317614849217,-0.13696149994923268
Full-Time,true,Unclear,Unclear Seniority,United Kingdom,2023-05-26,-0.8272707096423207,-1.111004715603145
Full-Time,Unclear,Unclear,IC,United Kingdom,2023-05-22,-0.9594590193389158,0.021730398556230022
Full-Time,true,Bachelors,IC,United States,2023-04-24,0.15066238276157196,-0.5033397723822071
Commission,Unclear,Unclear,Unclear Seniority,,2023-04-14,-0.28363853305439835,-0.8657146051892552
Full-Time,Unclear,Bachelors,IC,,2023-05-03,-0.3003466502302892,-0.7843748794561519
Full-Time,Unclear,Bachelors,Senior IC,United States,2023-04-27,0.4401317614849217,0.31458518452576645
Full-Time,Unclear,High School,Unclear Seniority,United States,2023-05-25,-0.8468437669078466,-0.9953497930763887
Contract,Unclear,Bachelors,Unclear Seniority,United States,2023-05-23,0.1953811240990202,2.288741633397658
Full-Time,Unclear,High School,IC,United States,2023-05-30,-0.4489985360295959,0.08526117262003474
Full-Time,true,Bachelors,IC,United States,2023-04-18,0.15066238276157196,-0.3653958586047586
Unclear,Unclear,Unclear,Unclear Seniority,Germany,2023-02-23,0.11466740003065712,0.021730398556230022
Full-Time,Unclear,Unclear,Unclear Seniority,India,2023-04-14,-0.22999433144176917,0.021730398556230022
Contract,Unclear,Bachelors,Unclear Seniority,United States,2023-05-10,0.1953811240990202,0.39139721068192945
Full-Time,Unclear,Unclear,Staff IC,United States,2023-02-08,1.0323705659496922,2.1537049793485608
Full-Time,true,Bachelors,IC,United States,2023-04-28,0.15066238276157196,0.62064178926175
Full-Time,Unclear,Unclear,Unclear Seniority,United States,2023-04-14,-0.07582341830059793,-1.0156847245096645
Unclear,Unclear,Bachelors,Senior IC,,2023-01-13,0.48065197866740017,0.021730398556230022
Full-Time,Unclear,High School,Unclear Seniority,United States,2023-05-22,-0.8468437669078466,-0.896217002339169
Unclear,Unclear,Bachelors,Unclear Seniority,United States,2023-04-13,-0.03814437915526171,0.7000751151729837
Full-Time,Unclear,Bachelors,Unclear Seniority,United States,2023-05-09,0.24397590878850628,0.5094351329860227
Full-Time,false,Bachelors,Unclear Seniority,Mexico,2023-04-20,-0.306708592756524,0.021730398556230022
Full-Time,Unclear,Unclear,Unclear Seniority,United States,2023-03-31,-0.07582341830059793,-1.047458054874158
Full-Time,Unclear,High School,Unclear Seniority,United States,2023-05-15,-0.8468437669078466,-0.896217002339169
Full-Time,Unclear,Masters,Senior IC,Qatar,2023-01-25,-0.3729738031015101,-0.2928414587174377
Full-Time,Unclear,Bachelors,Senior IC,United States,2023-03-28,0.4401317614849217,-1.047458054874158
Full-Time,true,Bachelors,Manager,,2023-03-31,0.6539441314291171,0.2234751597055814
Unclear,Unclear,Unclear,Senior IC,India,2023-02-10,-0.2829129514134222,0.021730398556230022
Unclear,Unclear,No Education Requirement,IC,United States,2023-05-22,-0.12947449021681598,-1.023945790404433
Full-Time,Unclear,Unclear,Unclear Seniority,United States,2023-03-06,-0.07582341830059793,-1.5200863440459986
Full-Time,true,Unclear,Unclear Seniority,,2023-05-10,0.08336275567384797,-0.18163480244171054
Full-Time,Unclear,Bachelors,Unclear Seniority,United States,2023-03-13,0.24397590878850628,1.494408374285321
Full-Time,true,Unclear,Unclear Seniority,Austria,2023-04-27,-0.5865661635511215,-0.7297247512292232
Full-Time,Unclear,Unclear,Unclear Seniority,United States,2023-04-19,-0.07582341830059793,-0.5657743665484367
Full-Time,Unclear,Unclear,Senior IC,United States,2023-05-12,0.4376022631939808,-0.491424773495522
Full-Time,Unclear,Bachelors,Staff IC,United States,2023-05-10,0.853143746773787,-0.5708580994067557
Hourly,Unclear,Unclear,Unclear Seniority,United States,2023-05-18,-0.4526310132788235,-0.9044780682339373
Full-Time,Unclear,Unclear,Unclear Seniority,,2023-05-17,-0.224372256775447,-0.2449749365233283
Full-Time,false,Unclear,Unclear Seniority,United Kingdom,2023-04-27,-0.945982743428135,-1.1797304291815445
Full-Time,false,Unclear,Unclear Seniority,,2023-04-17,-0.15992202918182583,-1.2952900317172071
Full-Time,Unclear,High School,Manager,United States,2023-05-17,-0.7223608559725008,-0.9953497930763887
Unclear,Unclear,High School,Unclear Seniority,Canada,2023-06-01,-0.7969559101976501,-0.7904753588861347
Full-Time,Unclear,High School,Unclear Seniority,United States,2023-01-12,-0.8468437669078466,-0.5390847690422622
Unclear,Unclear,Bachelors,Unclear Seniority,United States,2023-05-11,-0.03814437915526171,0.0630198413648893
Hourly,Unclear,Unclear,Unclear Seniority,United States,2023-05-09,-0.4526310132788235,-0.9623055294973154
Unclear,Unclear,Unclear,Unclear Seniority,United States,2023-01-10,0.06996487757964275,-1.135470179983805
Full-Time,Unclear,Bachelors,Senior IC,United States,2023-04-11,0.4401317614849217,1.176675070640386
Full-Time,Unclear,Unclear,Unclear Seniority,United States,2023-01-09,-0.07582341830059793,-0.27616046027607866
Full-Time,true,Bachelors,Senior IC,United States,2023-05-18,0.5487991349210541,0.587676959008588
Unclear,Unclear,Unclear,Unclear Seniority,,2023-05-04,-0.4487213911302157,-0.8885914030516906
Full-Time,Unclear,Bachelors,Senior IC,United States,2023-05-23,0.4401317614849217,0.4315904735930137
Full-Time,Unclear,Unclear,Junior IC,United States,2023-05-24,-0.498472432882485,-0.5231981038600155
Full-Time,Unclear,High School,Unclear Seniority,United States,2023-05-25,-0.8468437669078466,-0.8631727387600958
Unclear,Unclear,Bachelors,Senior IC,China,2023-05-25,0.16047060183403228,0.021730398556230022
Full-Time,Unclear,High School,Unclear Seniority,United States,2023-04-04,-0.8468437669078466,-0.6072385626741008
Full-Time,true,Bachelors,Senior IC,United States,2023-04-20,0.5487991349210541,0.2234751597055814
Unclear,Unclear,High School,Unclear Seniority,United States,2023-05-23,-0.8472021702657349,-1.0315713896919112
Full-Time,false,Unclear,Director,United States,2023-04-19,1.3126879943469019,1.5023517068764443
Full-Time,Unclear,High School,Unclear Seniority,United States,2023-05-19,-0.8468437669078466,-0.9623055294973154
Full-Time,Unclear,Unclear,Manager,United States,2023-05-26,0.12233765098215377,0.37598714545515016
Grant,Unclear,Bachelors,Manager,United States,2023-06-01,0.18786622534851338,-0.6323871536575973
Full-Time,Unclear,Unclear,Manager,United States,2023-05-24,0.12233765098215377,0.5809251263061331
Intern,Unclear,Unclear,Intern,United States,2023-04-17,-0.579196344091002,-0.4996858393902903
Unclear,Unclear,Bachelors,Manager,United States,2023-05-24,0.3538840425957872,2.161648311939684
Unclear,Unclear,Bachelors,Senior IC,Canada,2023-02-13,0.2248913707727002,0.29496515302569176
Full-Time,Unclear,Bachelors,IC,United States,2023-05-10,-0.05993670109270639,0.4776618026215293
Full-Time,Unclear,Bachelors,Unclear Seniority,United States,2023-04-07,0.24397590878850628,1.494408374285321
Unclear,Unclear,Bachelors,Senior IC,,2023-05-25,0.48065197866740017,0.06460850788311398
Full-Time,true,Unclear,Junior IC,United States,2023-05-18,-0.05319949163899501,-0.8568180726871971
Full-Time,Unclear,Unclear,Unclear Seniority,United States,2023-05-18,-0.07582341830059793,-0.17607446962792417
Unclear,Unclear,Unclear,Unclear Seniority,United States,2023-05-15,0.06996487757964275,0.06460850788311398
Full-Time,Unclear,Unclear,Unclear Seniority,United States,2023-03-15,-0.07582341830059793,-0.491424773495522
Full-Time,true,Unclear,Senior IC,United States,2023-04-20,0.9183892236139644,1.494408374285321
Full-Time,false,Unclear,Junior IC,Romania,2023-05-10,-0.5562636004096517,-0.23533173075770453
Full-Time,Unclear,Bachelors,Unclear Seniority,United States,2023-05-08,0.24397590878850628,0.2182007868650755
Full-Time,Unclear,Associates,Senior IC,United States,2023-03-13,0.23613900285968722,-0.7297247512292232
Full-Time,false,Unclear,IC,United States,2023-03-09,0.3982424474783127,-0.7614980815937167
Full-Time,Unclear,Unclear,Unclear Seniority,United States,2023-02-18,-0.07582341830059793,-0.3509866532844608
Full-Time,Unclear,Bachelors,Manager,United States,2023-04-26,0.4020596103647615,0.7000751151729837
Full-Time,Unclear,Bachelors,Senior IC,United States,2023-04-25,0.4401317614849217,-0.13294217365812427
Full-Time,Unclear,Unclear,Unclear Seniority,United States,2023-05-19,-0.07582341830059793,-0.983911394145171
Full-Time,Unclear,Bachelors,Senior IC,United States,2023-04-05,0.4401317614849217,-0.16574813725946377
Full-Time,true,Unclear,Unclear Seniority,,2023-05-17,0.08336275567384797,0.62064178926175
Full-Time,true,Bachelors,Unclear Seniority,,2023-04-17,0.2464566751969823,0.12815516861210094
Part-Time,Unclear,High School,Unclear Seniority,United States,2023-05-16,-0.9137027807585573,-1.0614383202345352
Full-Time,Unclear,Bachelors,Contract,Philippines,2023-02-27,0.14965580210896634,-0.59881863012751
Unclear,Unclear,Bachelors,Unclear Seniority,Philippines,2023-05-03,0.139100689950931,0.021730398556230022
Full-Time,true,Bachelors,Staff IC,United States,2023-05-31,1.2884134812324766,0.8946867636555063
Unclear,true,Unclear,Senior IC,United States,2023-01-26,1.0675218546388578,2.1203429824658424
Full-Time,Unclear,Bachelors,Senior IC,United States,2023-04-10,0.4401317614849217,0.7874517736753408
Full-Time,Unclear,Unclear,Junior IC,Canada,2023-05-24,-0.7093365764928363,-0.7947806451505236
Full-Time,Unclear,Bachelors,Staff IC,United States,2023-04-05,0.853143746773787,0.10432517083873084
Full-Time,Unclear,High School,Unclear Seniority,United States,2023-01-20,-0.8468437669078466,-0.7138380860469764
Full-Time,Unclear,Bachelors,Manager,United States,2023-05-10,0.4020596103647615,2.2760323012518606
Unclear,Unclear,Unclear,Senior IC,United States,2023-02-17,0.6987648905759417,0.6603584522173668
Hourly,Unclear,Some High School,Unclear Seniority,United States,2023-05-03,-0.995020064468958,-0.983911394145171
Full-Time,Unclear,Bachelors,Unclear Seniority,United States,2023-05-23,0.24397590878850628,0.29496515302569176
Full-Time,Unclear,Unclear,Unclear Seniority,India,2023-05-16,-0.22999433144176917,0.021730398556230022
Full-Time,Unclear,Bachelors,Unclear Seniority,United States,2023-04-12,0.24397590878850628,0.4458884722570358
Unclear,Unclear,Bachelors,Unclear Seniority,United States,2023-04-18,-0.03814437915526171,-0.42787811276653503
