hours,remote,education,seniority,country,job_published_at,y_pred,comp_dol
Contract,Unclear,Unclear,Unclear Seniority,Canada,2023-05-30,-0.2464578427795142,-0.7668995477556805
Full-Time,Unclear,Unclear,IC,United States,2023-02-01,0.28533417927153853,-0.2188095989681679
Full-Time,Unclear,Bachelors,Unclear Seniority,United States,2023-04-07,0.24397590878850628,-0.09425814393935344
Contract,Unclear,Bachelors,Unclear Seniority,United States,2023-01-05,0.1953811240990202,-0.14191813948609366
Full-Time,true,Unclear,Staff IC,,2023-04-27,0.6382031013456823,1.2163917335960028
Full-Time,Unclear,Bachelors,Senior IC,United States,2023-01-25,0.4401317614849217,1.494408374285321
Full-Time,false,Unclear,Unclear Seniority,United Kingdom,2023-03-31,-0.945982743428135,-1.174551376332132
Full-Time,Unclear,High School,Unclear Seniority,United States,2023-05-15,-0.8468437669078466,-0.9953497930763887
Full-Time,Unclear,Unclear,Unclear Seniority,,2023-04-13,-0.224372256775447,-0.5438666552621185
Full-Time,Unclear,High School,Unclear Seniority,United States,2023-05-30,-0.8468437669078466,-1.2253887049153216
Full-Time,Unclear,Unclear,Unclear Seniority,United States,2023-05-04,-0.07582341830059793,-0.16987867020684794
Full-Time,true,Unclear,Senior IC,United States,2023-04-25,0.9183892236139644,0.3029084856168151
Part-Time,Unclear,High School,Unclear Seniority,United States,2023-05-12,-0.9137027807585573,-1.160571110971755
Full-Time,Unclear,Bachelors,Junior IC,United States,2023-03-06,-0.30723990754398345,-0.6274940607814654
Full-Time,Unclear,Unclear,Senior IC,Netherlands,2023-05-16,-0.4094178495045159,-0.3325581216730546
Unclear,true,Bachelors,Senior IC,United States,2023-03-01,0.9295299343711564,0.7795084410842174
Full-Time,Unclear,Bachelors,Senior IC,United States,2023-05-23,0.4401317614849217,0.29496515302569176
Unclear,Unclear,Unclear,Unclear Seniority,United States,2023-05-20,0.06996487757964275,0.7000751151729837
Full-Time,Unclear,Bachelors,Manager,United States,2023-04-17,0.4020596103647615,1.176675070640386
Unclear,true,Bachelors,Senior IC,United States,2023-04-14,0.9295299343711564,1.3355417224628534
Full-Time,true,Unclear,Junior IC,United States,2023-05-15,-0.05319949163899501,0.15992849897659445
Full-Time,Unclear,High School,Senior IC,United States,2023-04-22,-0.4569457507471356,-0.6318628937065832
Full-Time,true,Bachelors,Senior IC,United States,2023-05-12,0.5487991349210541,0.5412084633505163
Full-Time,Unclear,Masters,Unclear Seniority,,2023-04-28,-0.1693565817002564,-0.5235952704895717
Full-Time,Unclear,Unclear,Unclear Seniority,United States,2023-05-01,-0.07582341830059793,-0.34304332069333743
Full-Time,Unclear,Unclear,Unclear Seniority,United States,2023-04-18,-0.07582341830059793,-0.0750035057384704
Full-Time,Unclear,Unclear,Unclear Seniority,United States,2023-05-31,-0.07582341830059793,0.9510685383873
Unclear,Unclear,Bachelors,IC,India,2023-05-02,-0.21595285958426658,0.021730398556230022
Full-Time,Unclear,Unclear,Unclear Seniority,United States,2023-04-03,-0.07582341830059793,-1.5081713451593135
Unclear,Unclear,Bachelors,Unclear Seniority,United Kingdom,2023-04-17,-0.32081348532655035,-1.2061340667144385
Full-Time,Unclear,High School,Unclear Seniority,United States,2023-05-23,-0.8468437669078466,-1.047458054874158
Full-Time,Unclear,Bachelors,Senior IC,United States,2023-04-18,0.4401317614849217,1.176675070640386
Full-Time,Unclear,Unclear,Unclear Seniority,United States,2023-03-28,-0.07582341830059793,-0.17369146985058714
Full-Time,Unclear,Unclear,Unclear Seniority,Austria,2023-02-22,-0.8513551624101893,0.021730398556230022
Full-Time,Unclear,Unclear,Senior IC,United States,2023-04-25,0.4376022631939808,0.7397917781286005
Full-Time,Unclear,Unclear,Unclear Seniority,United States,2023-05-01,-0.07582341830059793,-0.17369146985058714
Full-Time,Unclear,Bachelors,Staff IC,United States,2023-06-01,0.853143746773787,0.5539177954963137
Full-Time,Unclear,Bachelors,Senior IC,United States,2023-03-15,0.4401317614849217,0.6841884499907369
Unclear,Unclear,Doctorate,Senior IC,United States,2023-05-17,0.8363989833781389,1.5341250372409376
Full-Time,Unclear,Bachelors,Senior IC,United States,2023-04-06,0.4401317614849217,-1.2063247066966254
Full-Time,Unclear,High School,Unclear Seniority,United States,2023-05-29,-0.8468437669078466,-1.028394056655462
Temp,Unclear,High School,Unclear Seniority,United States,2023-05-26,-0.926563611612726,-1.028394056655462
Contract,true,Bachelors,Manager,United States,2023-03-29,0.5780758780395533,-0.3325581216730546
Full-Time,false,Unclear,Unclear Seniority,India,2023-04-07,-0.04944366014009566,0.021730398556230022
Unclear,true,Unclear,Unclear Seniority,Canada,2023-05-01,0.5512349223866101,0.10432517083873084
Full-Time,Unclear,Bachelors,Manager,United States,2023-05-09,0.4020596103647615,1.1106659768081508
Full-Time,Unclear,Bachelors,Unclear Seniority,United States,2023-02-22,0.24397590878850628,0.021730398556230022
Unclear,true,Unclear,Unclear Seniority,United States,2023-05-18,0.9373660026560691,-0.05454148098373659
Full-Time,Unclear,Bachelors,Senior IC,United States,2023-04-17,0.4401317614849217,-0.5657743665484367
Full-Time,Unclear,High School,Unclear Seniority,United States,2023-05-17,-0.8468437669078466,-0.983911394145171
Full-Time,Unclear,Bachelors,Unclear Seniority,United States,2023-05-19,0.24397590878850628,-0.45170811053990517
Full-Time,Unclear,High School,Senior IC,United States,2023-05-17,-0.4569457507471356,0.7000751151729837
Full-Time,Unclear,Bachelors,Unclear Seniority,,2023-01-20,-0.06518596782227044,0.7000751151729837
Contract,Unclear,Bachelors,Senior IC,United States,2023-03-30,0.40311983995198625,2.176899510514641
Full-Time,Unclear,Unclear,Unclear Seniority,United Kingdom,2023-04-03,-0.8197955388977547,0.021730398556230022
Full-Time,Unclear,Masters,Unclear Seniority,United States,2023-04-28,0.336571703702325,1.5341250372409376
Full-Time,Unclear,Bachelors,Staff IC,United States,2023-05-25,0.853143746773787,1.2370443983329236
Full-Time,Unclear,Bachelors,Unclear Seniority,United States,2023-05-08,0.24397590878850628,0.28225582087989437
Full-Time,true,Unclear,Senior IC,United States,2023-04-27,0.9183892236139644,1.8134126111448354
Part-Time,Unclear,High School,Unclear Seniority,United States,2023-05-22,-0.9137027807585573,-0.9292612659182422
Full-Time,Unclear,Doctorate,Staff IC,United States,2023-05-16,1.4577801829096468,1.5261817046498143
Full-Time,Unclear,Unclear,Unclear Seniority,United Kingdom,2023-03-23,-0.8197955388977547,-0.8409314075049503
Full-Time,Unclear,Bachelors,Manager,United States,2023-05-04,0.4020596103647615,-0.3722747846286714
Full-Time,Unclear,Unclear,Unclear Seniority,United States,2023-01-18,-0.07582341830059793,-1.0027847523816802
Unclear,Unclear,Unclear,Unclear Seniority,United States,2023-05-10,0.06996487757964275,-0.9680247289629242
Full-Time,Unclear,Some High School,Unclear Seniority,United States,2023-04-28,-0.45371502158140514,-0.9292612659182422
Full-Time,Unclear,Unclear,Unclear Seniority,United States,2023-03-14,-0.07582341830059793,0.6412944539986707
Full-Time,Unclear,Unclear,Unclear Seniority,France,2023-06-02,-0.45812778088287404,-0.1339748068949703
Full-Time,false,Unclear,Unclear Seniority,United States,2023-05-19,0.14906280658454432,-0.47553810831327525
Full-Time,Unclear,Bachelors,Staff IC,United States,2023-05-24,0.853143746773787,0.5999891245248292
Full-Time,true,Unclear,Unclear Seniority,United States,2023-04-27,0.4191554814381107,0.7993667725620258
Unclear,Unclear,Unclear,Unclear Seniority,,2023-04-05,-0.4487213911302157,0.021730398556230022
Full-Time,Unclear,Bachelors,Senior IC,United States,2023-05-26,0.4401317614849217,-0.7297247512292232
Full-Time,Unclear,Bachelors,Senior IC,United States,2023-02-24,0.4401317614849217,0.28702182043456836
Full-Time,Unclear,Unclear,Unclear Seniority,United States,2023-01-24,-0.07582341830059793,0.18077180369570217
Full-Time,Unclear,Unclear,Unclear Seniority,United States,2023-01-18,-0.07582341830059793,-1.1275268473926816
Full-Time,Unclear,Masters,Unclear Seniority,United States,2023-05-11,0.336571703702325,1.7803683475657621
Full-Time,Unclear,Unclear,Senior IC,Canada,2023-04-05,-0.4576885754143632,-0.8466506069705592
Unclear,Unclear,Unclear,Unclear Seniority,United States,2023-05-12,0.06996487757964275,0.8589417669954511
Full-Time,Unclear,Bachelors,Manager,United States,2023-04-21,0.4020596103647615,1.1449017402758925
Full-Time,Unclear,High School,Unclear Seniority,United States,2023-06-01,-0.8468437669078466,-0.9953497930763887
Full-Time,Unclear,High School,Unclear Seniority,United States,2023-05-23,-0.8468437669078466,-0.9623055294973154
Unclear,Unclear,Unclear,Unclear Seniority,Canada,2023-05-29,-0.2506832984815789,-0.9623055294973154
Unclear,Unclear,Bachelors,Exec,United States,2023-06-02,0.054811559057232756,0.021730398556230022
Full-Time,Unclear,Bachelors,Manager,Australia,2023-02-16,0.265857605357722,0.8589417669954511
Full-Time,true,Unclear,Unclear Seniority,Switzerland,2023-01-12,-0.1721026260606628,0.18375849674996456
Full-Time,Unclear,High School,Unclear Seniority,United States,2023-05-24,-0.8468437669078466,-0.9292612659182422
Full-Time,Unclear,Bachelors,Unclear Seniority,United States,2023-05-31,0.24397590878850628,-0.06725081312953399
Intern,Unclear,Unclear,Intern,United States,2023-05-16,-0.579196344091002,-0.7297247512292232
Full-Time,true,Bachelors,Senior IC,,2023-05-17,0.07483326599039256,-0.13696149994923268
Full-Time,Unclear,Unclear,Unclear Seniority,United States,2023-01-12,-0.07582341830059793,-0.05454148098373659
Full-Time,Unclear,Unclear,Senior IC,United States,2023-05-05,0.4376022631939808,1.0416384165912886
Part-Time,Unclear,Unclear,Manager,United States,2023-04-29,-0.7595419268156913,-1.174551376332132
Full-Time,Unclear,Bachelors,Unclear Seniority,United States,2023-03-24,0.24397590878850628,0.62064178926175
Unclear,Unclear,Unclear,Unclear Seniority,United States,2023-05-03,0.06996487757964275,0.7795084410842174
Full-Time,Unclear,High School,Unclear Seniority,United States,2023-05-31,-0.8468437669078466,-0.9623055294973154
Full-Time,true,Unclear,Senior IC,United States,2023-03-17,0.9183892236139644,1.0178084188179186
Full-Time,Unclear,High School,Unclear Seniority,United States,2023-05-15,-0.8468437669078466,-0.9362513985984308
Full-Time,Unclear,High School,Unclear Seniority,United States,2023-05-25,-0.8468437669078466,-0.9953497930763887
Full-Time,Unclear,Bachelors,Manager,United States,2023-04-05,0.4020596103647615,0.14169060734737518
Unclear,true,Unclear,Senior IC,United States,2023-04-07,1.0675218546388578,0.06460850788311398
Full-Time,Unclear,Unclear,Staff IC,United States,2023-05-15,1.0323705659496922,0.5213501318727078
Full-Time,true,Doctorate,Staff IC,United States,2023-02-16,1.8405381112343453,3.2419415443324624
Unclear,Unclear,Unclear,Unclear Seniority,,2023-02-14,-0.4487213911302157,-0.7297247512292232
Contract,Unclear,Bachelors,Unclear Seniority,United States,2023-05-09,0.1953811240990202,0.5412084633505163
Hourly,Unclear,High School,Unclear Seniority,United States,2023-04-04,-0.8100531381104706,-0.13619894002048485
Full-Time,Unclear,Unclear,Unclear Seniority,Austria,2023-04-13,-0.8513551624101893,-0.7932714119582102
Full-Time,Unclear,Unclear,Unclear Seniority,Jordan,2023-06-02,-0.45812778088287404,-0.1339748068949703
Full-Time,Unclear,Unclear,Senior IC,United States,2023-06-02,0.4376022631939808,-0.491424773495522
Full-Time,Unclear,Unclear,Manager,United States,2023-04-25,0.12233765098215377,1.494408374285321
Full-Time,Unclear,Bachelors,Senior IC,United States,2023-05-09,0.4401317614849217,1.025751751409042
Full-Time,Unclear,Unclear,Unclear Seniority,United Kingdom,2023-05-22,-0.8197955388977547,-0.3325581216730546
Full-Time,Unclear,Bachelors,Unclear Seniority,United States,2023-03-31,0.24397590878850628,-0.4119914475842883
Full-Time,Unclear,Unclear,Junior IC,United States,2023-05-26,-0.498472432882485,-0.45170811053990517
Full-Time,Unclear,Bachelors,Senior IC,United States,2023-05-04,0.4401317614849217,0.47750293596970683
Full-Time,false,Unclear,Unclear Seniority,United Kingdom,2023-05-02,-0.945982743428135,0.722951913035419
Full-Time,Unclear,Unclear,Unclear Seniority,United States,2023-05-22,-0.07582341830059793,-1.365191358519093
Part-Time,Unclear,Bachelors,IC,United States,2023-01-04,-0.9434329528502482,-0.6661780905002361
Unclear,Unclear,Bachelors,Junior IC,United States,2023-04-26,-0.6695256246641282,0.5014918003948994
Full-Time,false,Unclear,Unclear Seniority,Germany,2023-04-20,-0.15284371155574283,-0.43359731223214387
Full-Time,Unclear,Unclear,Senior IC,United States,2023-04-28,0.4376022631939808,-0.6502914253179894
Full-Time,false,Unclear,IC,United States,2023-01-18,0.3982424474783127,1.3838371846168835
Full-Time,Unclear,Some High School,Manager,Ireland,2023-05-17,-0.23271534185019735,-1.1427780459676384
Full-Time,true,Unclear,Senior IC,United Kingdom,2023-05-12,-0.8303856708680223,0.1440418337943477
Full-Time,Unclear,Unclear,Manager,United Kingdom,2023-05-11,-0.39752552164009486,-0.7138380860469764
Hourly,Unclear,Unclear,Unclear Seniority,United States,2023-02-22,-0.4526310132788235,-0.8885914030516906
Temp,Unclear,Unclear,Unclear Seniority,United Kingdom,2023-05-12,-0.994594555121202,0.1933222691896771
Full-Time,Unclear,High School,Unclear Seniority,United States,2023-05-24,-0.8468437669078466,-0.9953497930763887
Full-Time,Unclear,Bachelors,IC,United States,2023-04-04,-0.05993670109270639,-0.2928414587174377
Full-Time,Unclear,Bachelors,Unclear Seniority,United States,2023-05-08,0.24397590878850628,1.069916680615688
Full-Time,Unclear,Unclear,Senior IC,Austria,2023-04-04,-0.7264711366238813,0.12815516861210094
Unclear,Unclear,Unclear,Unclear Seniority,United States,2023-01-22,0.06996487757964275,-1.2952900317172071
Full-Time,true,Bachelors,Senior IC,United States,2023-05-15,0.5487991349210541,0.8149674777709921
Full-Time,false,Unclear,Unclear Seniority,Netherlands,2023-05-12,-0.32310063920612814,-0.5407369822212159
Unclear,true,Unclear,Unclear Seniority,Brazil,2023-01-03,0.28332542493475515,-0.33446452149492417
Full-Time,Unclear,Unclear,Senior IC,United States,2023-04-04,0.4376022631939808,-0.09425814393935344
Full-Time,true,Unclear,Manager,Germany,2023-05-15,0.08898959719182027,-0.7297247512292232
Unclear,true,Bachelors,Unclear Seniority,United States,2023-05-05,0.324531421762154,0.4172924749289917
Full-Time,Unclear,Unclear,Unclear Seniority,United Kingdom,2023-03-24,-0.8197955388977547,-0.7970842116019493
Full-Time,Unclear,Unclear,Staff IC,United States,2023-05-23,1.0323705659496922,1.0071802398109955
Unclear,true,Unclear,Unclear Seniority,United States,2023-05-31,0.9373660026560691,0.62064178926175
Full-Time,Unclear,Bachelors,Unclear Seniority,United States,2023-02-23,0.24397590878850628,0.10432517083873084
Unclear,Unclear,High School,Unclear Seniority,United States,2023-05-24,-0.8472021702657349,-0.08750631123689857
Full-Time,Unclear,Unclear,Senior IC,Ireland,2023-06-01,-0.4094178495045159,-1.5081713451593135
Full-Time,true,Unclear,Senior IC,United States,2023-02-13,0.9183892236139644,0.16787183156771782
Unclear,Unclear,Bachelors,Unclear Seniority,United States,2023-05-25,-0.03814437915526171,-0.3722747846286714
Unclear,Unclear,Unclear,Senior IC,Spain,2023-04-03,-0.3471973605460549,-1.5161146777504368
Contract,Unclear,Bachelors,Unclear Seniority,United States,2023-05-25,0.1953811240990202,0.2234751597055814
Hourly,Unclear,Unclear,Intern,United States,2023-04-13,-0.6452643164266328,-0.7297247512292232
Full-Time,Unclear,Associates,IC,United States,2023-04-28,-0.0882927079494736,-0.23863615711561184
Part-Time,Unclear,High School,Unclear Seniority,United States,2023-05-26,-0.9137027807585573,-0.9623055294973154
Full-Time,Unclear,High School,Unclear Seniority,United States,2023-05-23,-0.8468437669078466,-0.983911394145171
Full-Time,Unclear,High School,Unclear Seniority,United States,2023-05-19,-0.8468437669078466,-1.0792313852386515
Part-Time,false,High School,IC,United States,2023-03-31,-0.5356582230978075,-0.9232084464838062
Full-Time,Unclear,High School,Unclear Seniority,United States,2023-05-23,-0.8468437669078466,-1.028394056655462
Full-Time,Unclear,Bachelors,Manager,United States,2023-05-16,0.4020596103647615,0.3029084856168151
Contract,Unclear,Bachelors,Senior IC,United States,2023-05-05,0.40311983995198625,1.102960944194761
Part-Time,Unclear,High School,Unclear Seniority,United States,2023-05-04,-0.9137027807585573,-0.8885914030516906
Unclear,Unclear,High School,Manager,United States,2023-05-23,-0.7881937779441092,-1.0156847245096645
Full-Time,Unclear,Masters,Unclear Seniority,United States,2023-05-15,0.336571703702325,-0.19752146762395728
Full-Time,true,Bachelors,Unclear Seniority,,2023-05-18,0.2464566751969823,1.176675070640386
Full-Time,Unclear,Unclear,Senior IC,Israel,2023-05-30,-0.4094178495045159,-0.2928414587174377
Full-Time,true,Bachelors,Unclear Seniority,United Kingdom,2023-05-05,-0.6239855727579169,-0.3722747846286714
Intern,Unclear,Unclear,Intern,United States,2023-05-30,-0.579196344091002,-0.6502914253179894
Full-Time,false,Bachelors,Unclear Seniority,United States,2023-05-09,-0.01981310386197188,0.021730398556230022
Full-Time,Unclear,Unclear,Staff IC,United States,2023-04-19,1.0323705659496922,1.6532750261077882
Full-Time,Unclear,Unclear,Manager,,2023-05-05,0.7603182098023336,-0.6502914253179894
Full-Time,Unclear,Unclear,Senior IC,United States,2023-03-14,0.4376022631939808,0.7696428220060422
Unclear,Unclear,Unclear,IC,United Kingdom,2023-04-20,-0.8651104486090775,0.021730398556230022
Full-Time,Unclear,Some High School,IC,United States,2023-05-24,-0.5150916296583169,-0.886303723265447
Full-Time,Unclear,Bachelors,Senior IC,United States,2023-03-10,0.4401317614849217,0.4220584744836657
Full-Time,true,Unclear,Senior IC,United States,2023-05-04,0.9183892236139644,0.8589417669954511
Full-Time,Unclear,Unclear,Unclear Seniority,United States,2023-01-24,-0.07582341830059793,1.6532750261077882
Unclear,true,Unclear,Senior IC,United States,2023-05-01,1.0675218546388578,0.986035088453425
Full-Time,Unclear,Unclear,Unclear Seniority,United States,2023-03-27,-0.07582341830059793,-1.047458054874158
Unclear,Unclear,Unclear,Unclear Seniority,United States,2023-01-03,0.06996487757964275,-0.19513846784662026
Full-Time,Unclear,Unclear,Senior IC,Germany,2023-05-26,-0.24367367713614357,-0.11649947519449888
Full-Time,Unclear,Bachelors,Senior IC,United States,2023-05-10,0.4401317614849217,-0.13696149994923268
Full-Time,Unclear,Bachelors,Manager,United States,2023-03-29,0.4020596103647615,1.264051729142743
Full-Time,Unclear,Bachelors,Senior IC,United States,2023-03-21,0.4401317614849217,1.1369584076847692
Full-Time,Unclear,Bachelors,Staff IC,United States,2023-05-03,0.853143746773787,-0.8885914030516906
Full-Time,Unclear,Bachelors,Manager,Malawi,2023-05-05,0.1350967890778134,-1.3572480259279696
Full-Time,Unclear,High School,Manager,United States,2023-04-11,-0.7223608559725008,1.033345577366156
Full-Time,Unclear,Unclear,Unclear Seniority,United States,2023-05-23,-0.07582341830059793,0.024891844927497124
Full-Time,Unclear,Bachelors,Unclear Seniority,United States,2023-03-20,0.24397590878850628,0.01218251278169973
Unclear,Unclear,Unclear,Unclear Seniority,Germany,2023-03-22,0.11466740003065712,0.021730398556230022
Intern,Unclear,Unclear,Intern,United States,2023-05-25,-0.579196344091002,-0.6153407619170466
Unclear,Unclear,Unclear,IC,United States,2023-05-31,0.3139426851349468,-0.5708580994067557
Full-Time,Unclear,Unclear,Manager,United States,2023-03-08,0.12233765098215377,0.1440418337943477
Full-Time,false,Bachelors,Unclear Seniority,United States,2023-04-07,-0.01981310386197188,0.001061847154127011
Unclear,Unclear,Bachelors,Unclear Seniority,United States,2023-04-11,-0.03814437915526171,0.1749413975738176
Unclear,true,Unclear,Manager,United States,2023-05-26,0.9640506265562007,1.8432954283526415
Unclear,Unclear,Unclear,Senior IC,United States,2023-05-22,0.6987648905759417,0.279078487843445
Part-Time,true,Unclear,Unclear Seniority,United States,2023-01-31,-0.5844828021457081,-0.6502914253179894
Full-Time,Unclear,High School,Unclear Seniority,United States,2023-05-31,-0.8468437669078466,-0.983911394145171
Full-Time,Unclear,Unclear,Unclear Seniority,Netherlands,2023-02-24,-0.45812778088287404,-0.5136661047506674
Full-Time,false,Bachelors,Unclear Seniority,Mexico,2023-04-24,-0.306708592756524,0.021730398556230022
Full-Time,Unclear,Bachelors,Unclear Seniority,India,2023-05-18,-0.00720446640522887,0.021730398556230022
Full-Time,false,Unclear,Unclear Seniority,United States,2023-04-21,0.14906280658454432,-0.09425814393935344
Intern,Unclear,Unclear,Intern,United States,2023-05-12,-0.579196344091002,-0.004021885704191946
Full-Time,Unclear,Unclear,Unclear Seniority,United States,2023-05-26,-0.07582341830059793,0.001061847154127011
Full-Time,Unclear,Bachelors,IC,,2023-03-24,-0.3003466502302892,-0.347650453596189
Full-Time,Unclear,Bachelors,Unclear Seniority,United States,2023-05-10,0.24397590878850628,0.21791482689179506
Contract,Unclear,Bachelors,Unclear Seniority,United States,2023-05-26,0.1953811240990202,0.2234751597055814
Hourly,Unclear,Unclear,Unclear Seniority,Canada,2023-05-25,-0.6585627783955408,-0.9203647334161841
Full-Time,false,Unclear,Unclear Seniority,India,2023-01-05,-0.04944366014009566,0.021730398556230022
Full-Time,Unclear,Bachelors,Senior IC,United States,2023-05-08,0.4401317614849217,0.2234751597055814
Full-Time,true,Unclear,Staff IC,,2023-04-12,0.6382031013456823,0.45383180484815916
Unclear,Unclear,Unclear,Manager,United States,2023-04-19,0.9806524040689837,0.6126984566706266
Full-Time,Unclear,Unclear,Unclear Seniority,United States,2023-05-18,-0.07582341830059793,4.044218136035923
Full-Time,Unclear,Unclear,IC,Spain,2023-05-08,-0.4623783213782729,-0.9680247289629242
Full-Time,Unclear,Bachelors,Unclear Seniority,United States,2023-05-08,0.24397590878850628,0.62064178926175
Full-Time,Unclear,Unclear,Junior IC,United States,2023-03-02,-0.498472432882485,-0.3325581216730546
Full-Time,Unclear,High School,Unclear Seniority,United States,2023-05-04,-0.8468437669078466,-0.8301284751810225
Full-Time,Unclear,Unclear,IC,United States,2023-01-27,0.28533417927153853,0.09121867206337728
Full-Time,true,Unclear,Unclear Seniority,,2023-05-16,0.08336275567384797,0.46177513743928256
Unclear,Unclear,Unclear,Senior IC,United States,2023-05-05,0.6987648905759417,0.32794586994403596
Full-Time,Unclear,Unclear,Unclear Seniority,United States,2023-04-24,-0.07582341830059793,2.0504416556639566
Unclear,Unclear,Bachelors,Unclear Seniority,United States,2023-05-15,-0.03814437915526171,-1.365191358519093
Unclear,Unclear,Unclear,Manager,Australia,2023-05-25,0.4485266467499192,0.6112845434694066
Full-Time,true,Bachelors,Unclear Seniority,United States,2023-05-23,0.09348577226159747,0.44271113922058647
Full-Time,false,Unclear,Unclear Seniority,United Kingdom,2023-04-26,-0.945982743428135,-1.269648954113061
Unclear,Unclear,Unclear,Unclear Seniority,United States,2023-05-12,0.06996487757964275,-0.4996858393902903
Unclear,Unclear,Bachelors,Unclear Seniority,United States,2023-03-08,-0.03814437915526171,-0.014824818028119732
Unclear,Unclear,Bachelors,Unclear Seniority,Austria,2023-03-28,-0.4506166087815457,-1.5161146777504368
Full-Time,Unclear,Unclear,Unclear Seniority,Canada,2023-04-24,-0.6229697695557468,-0.3325581216730546
Full-Time,Unclear,Unclear,Junior IC,United States,2023-05-16,-0.498472432882485,-0.45170811053990517
Full-Time,Unclear,Unclear,Unclear Seniority,Austria,2023-05-19,-0.8513551624101893,-0.2683759943367777
Part-Time,Unclear,High School,Unclear Seniority,United States,2023-05-26,-0.9137027807585573,-0.9623055294973154
Full-Time,true,Unclear,Unclear Seniority,United States,2023-05-04,0.4191554814381107,0.20758849452333467
Full-Time,true,Unclear,Senior IC,United States,2023-04-25,0.9183892236139644,0.06460850788311398
Full-Time,Unclear,Bachelors,Manager,United States,2023-03-02,0.4020596103647615,0.9224884277244381
Full-Time,Unclear,Unclear,Unclear Seniority,United States,2023-01-23,-0.07582341830059793,4.036274803444799
Unclear,Unclear,Bachelors,Unclear Seniority,United States,2023-05-15,-0.03814437915526171,-1.365191358519093
Full-Time,Unclear,Unclear,Chief,United States,2023-04-12,1.209770674042792,-0.7297247512292232
Full-Time,Unclear,High School,Unclear Seniority,United States,2023-05-23,-0.8468437669078466,-0.9623055294973154
Full-Time,false,Bachelors,Unclear Seniority,United States,2023-03-29,-0.01981310386197188,0.06567291445032451
Full-Time,Unclear,Bachelors,Senior IC,United States,2023-04-27,0.4401317614849217,0.3029084856168151
Contract,false,Unclear,IC,United States,2023-03-31,0.14450475434510507,0.46177513743928256
Full-Time,Unclear,Bachelors,Senior IC,United States,2023-05-31,0.4401317614849217,0.45035262517324715
Full-Time,Unclear,Unclear,Unclear Seniority,Italy,2023-05-26,-0.45812778088287404,0.021730398556230022
Full-Time,Unclear,Bachelors,IC,United States,2023-05-23,-0.05993670109270639,-0.7535547490025932
Full-Time,Unclear,Bachelors,Unclear Seniority,United States,2023-05-24,0.24397590878850628,0.279078487843445
Full-Time,Unclear,High School,Unclear Seniority,United States,2023-05-25,-0.8468437669078466,-0.6976336875610847
Full-Time,false,Bachelors,Unclear Seniority,United States,2023-04-19,-0.01981310386197188,-0.9521380637806776
Full-Time,Unclear,Bachelors,Manager,United States,2023-05-04,0.4020596103647615,0.02076131198011297
Full-Time,true,Unclear,Senior IC,United States,2023-05-09,0.9183892236139644,0.8589417669954511
Full-Time,Unclear,Bachelors,Manager,United States,2023-04-12,0.4020596103647615,0.3029084856168151
Unclear,true,Unclear,Staff IC,United States,2023-03-16,1.1366339819339806,1.7196018532436683
Unclear,Unclear,Unclear,Senior IC,United Kingdom,2023-05-02,-0.7606331269234468,0.021730398556230022
Full-Time,true,Unclear,Unclear Seniority,United States,2023-04-19,0.4191554814381107,-0.10696747608515084
Part-Time,Unclear,High School,Unclear Seniority,United States,2023-05-10,-0.9137027807585573,-0.9953497930763887
Full-Time,Unclear,Unclear,Manager,United States,2023-05-05,0.12233765098215377,0.7000751151729837
Hourly,Unclear,Bachelors,Junior IC,United States,2023-05-16,-0.7065296830964916,-0.5708580994067557
Unclear,true,Bachelors,Unclear Seniority,United States,2023-04-18,0.324531421762154,-0.5700637661476434
Full-Time,Unclear,Unclear,Senior IC,United States,2023-03-14,0.4376022631939808,-0.09425814393935344
Full-Time,Unclear,High School,Unclear Seniority,United States,2023-05-23,-0.8468437669078466,-0.896217002339169
Full-Time,Unclear,High School,Unclear Seniority,United States,2023-05-31,-0.8468437669078466,-0.9292612659182422
Full-Time,Unclear,Bachelors,Senior IC,United States,2023-02-10,0.4401317614849217,0.3029084856168151
Full-Time,Unclear,High School,Unclear Seniority,United States,2023-05-23,-0.8468437669078466,-1.028394056655462
Full-Time,Unclear,Bachelors,Unclear Seniority,United States,2023-06-02,0.24397590878850628,-0.4119914475842883
Unclear,Unclear,Bachelors,Unclear Seniority,United States,2023-03-15,-0.03814437915526171,0.2494816306089193
Full-Time,Unclear,Bachelors,Junior IC,United States,2023-03-14,-0.30723990754398345,-0.2412097968751358
Unclear,true,Unclear,Senior IC,United States,2023-04-21,1.0675218546388578,1.176675070640386
Full-Time,Unclear,Bachelors,Manager,United States,2023-04-06,0.4020596103647615,1.0114537527450198
Full-Time,Unclear,Masters,Senior IC,United States,2023-03-22,0.270123658814021,-0.1256819676698375
Full-Time,true,Unclear,Senior IC,,2023-05-09,0.1500360522901418,0.5412084633505163
Full-Time,Unclear,Bachelors,Staff IC,United States,2023-03-07,0.853143746773787,0.3648664798275774
Full-Time,Unclear,Unclear,Manager,United States,2023-03-30,0.12233765098215377,0.06460850788311398
Full-Time,Unclear,Unclear,Junior IC,United States,2023-04-10,-0.498472432882485,-0.59881863012751
Full-Time,Unclear,High School,Unclear Seniority,United States,2023-05-26,-0.8468437669078466,-0.9203647334161841
Full-Time,true,Bachelors,Senior IC,United States,2023-04-04,0.5487991349210541,0.9745172561962961
